sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
ORD039319,CAT25,5869,20211512,20235340,20223940,1837.12,13,64.75
ORD039320,CAT03,13524,20206917,20234583,20230719,2817.84,12,409.28
ORD039321,CAT23,15100,20220341,20225131,20225560,2957.66,9,117.27
ORD039322,CAT08,2704,20202047,20216506,20237392,4858.33,2,469.54
ORD039323,CAT03,8747,20227262,20209319,20225497,134.01,19,208.33
ORD039324,CAT07,10768,20210703,20200236,20214240,3438.28,6,472.86
ORD039325,CAT35,17333,20229007,20234827,20207691,4733.09,1,86.18
ORD039326,CAT25,2349,20220612,20218207,20206562,3234.26,9,353.35
ORD039327,CAT02,16278,20229465,20201588,20230403,1760.31,12,139.6
ORD039328,CAT37,3735,20225126,20207085,20239909,215.24,5,212.29
ORD039329,CAT11,5508,20229250,20230230,20207062,1864.79,18,385.72
ORD039330,CAT14,8003,20226734,20213112,20210457,3737.68,3,202.28
ORD039331,CAT01,6549,20220160,20231018,20222579,4562.89,8,73.38
ORD039332,CAT37,14245,20205697,20208662,20208136,1788.58,18,312.5
ORD039333,CAT11,6659,20211032,20233177,20227734,1885.02,13,125.23
ORD039334,CAT22,5463,20215488,20239931,20224422,3538.14,17,96.32
ORD039335,CAT30,15623,20223406,20214717,20202246,2617.09,16,481.86
ORD039336,CAT32,11475,20229413,20210411,20201074,4366.93,18,173.51
ORD039337,CAT16,18138,20200832,20212511,20211052,4907.61,15,94.96
ORD039338,CAT19,11515,20218829,20214724,20216154,3124.45,2,285.98
ORD039339,CAT32,15956,20219737,20210994,20200548,444.88,9,223.13
ORD039340,CAT19,17301,20225187,20210335,20206137,586.56,10,58.82
ORD039341,CAT33,6652,20204964,20231018,20202862,2297.3,12,19.88
ORD039342,CAT06,5641,20210150,20215590,20200942,27.97,19,259.58
ORD039343,CAT32,10489,20217892,20205933,20222796,3196.31,5,275.21
ORD039344,CAT30,12444,20227974,20217099,20218431,2780.16,16,256.45
ORD039345,CAT37,10009,20213167,20218079,20211937,3543.41,2,46.36
ORD039346,CAT10,4599,20214575,20220921,20218505,1925.54,3,408.89
ORD039347,CAT36,999,20208362,20235075,20223823,1180.49,17,5.31
ORD039348,CAT27,8193,20213277,20238470,20227408,1856.05,10,87.74
ORD039349,CAT18,8700,20201628,20218752,20234514,3239.85,13,218.6
ORD039350,CAT08,15999,20212855,20209655,20232176,639.62,17,40.77
ORD039351,CAT17,10755,20201576,20211090,20214410,353.45,12,31.49
ORD039352,CAT11,11845,20202180,20214751,20206370,4450.0,10,89.09
ORD039353,CAT04,8885,20223273,20224123,20239243,2615.48,18,415.55
ORD039354,CAT33,11280,20227437,20227374,20211173,2323.42,19,266.17
ORD039355,CAT31,16719,20203269,20217658,20226323,4090.09,9,73.03
ORD039356,CAT04,8672,20206643,20222785,20236574,3562.35,16,243.5
ORD039357,CAT19,2560,20202242,20224032,20208626,1239.57,6,49.2
ORD039358,CAT05,3745,20210581,20206631,20202742,3420.0,9,64.05
ORD039359,CAT28,11125,20226338,20232722,20212636,2934.27,8,260.58
ORD039360,CAT20,15775,20215111,20233354,20235523,1578.63,7,125.31
ORD039361,CAT05,6688,20218893,20212321,20206057,2478.3,17,243.64
ORD039362,CAT20,1543,20223028,20216227,20222873,3596.46,17,52.63
ORD039363,CAT03,442,20220006,20214783,20224773,753.67,10,406.28
ORD039364,CAT19,6375,20218093,20235480,20221568,4559.36,5,106.74
ORD039365,CAT12,10063,20213348,20221279,20222489,2424.53,6,241.49
ORD039366,CAT31,11381,20222618,20203768,20215210,3784.24,12,442.94
ORD039367,CAT28,4610,20218640,20239854,20220082,2147.96,12,233.38
ORD039368,CAT26,411,20204909,20233139,20204589,3963.3,2,339.32
ORD039369,CAT26,17517,20224970,20223751,20206209,440.49,19,406.64
ORD039370,CAT09,14247,20224915,20208323,20215987,2215.64,14,55.09
ORD039371,CAT09,5024,20217867,20227078,20215709,3686.76,15,180.79
ORD039372,CAT08,5865,20205321,20218236,20226974,1023.83,10,92.24
ORD039373,CAT09,12490,20208989,20239540,20208905,1939.3,19,122.74
ORD039374,CAT30,7726,20205420,20213659,20228159,311.64,12,240.71
ORD039375,CAT18,18379,20228939,20203289,20236018,4708.03,6,161.46
ORD039376,CAT04,17794,20222883,20204766,20227018,4368.38,16,361.82
ORD039377,CAT17,8384,20227798,20238700,20235101,1505.53,2,66.2
ORD039378,CAT19,10790,20206178,20214869,20229343,3418.49,18,304.3
ORD039379,CAT36,11227,20204817,20237626,20214479,4966.17,17,181.96
ORD039380,CAT10,1387,20229219,20210782,20236505,1812.36,1,499.29
ORD039381,CAT06,8048,20216150,20212223,20222066,745.4,7,157.79
ORD039382,CAT23,9943,20208977,20206559,20225906,4840.16,13,21.59
ORD039383,CAT05,15625,20223199,20209288,20205070,791.26,4,201.39
ORD039384,CAT31,2001,20220075,20202869,20201653,4350.1,4,49.14
ORD039385,CAT13,15488,20230356,20203504,20224012,1359.6,9,321.35
ORD039386,CAT35,11929,20210746,20207555,20215090,519.64,15,130.66
ORD039387,CAT37,16160,20215669,20239796,20224745,4919.84,13,159.75
ORD039388,CAT23,16574,20206631,20223154,20214381,885.08,19,133.31
ORD039389,CAT07,18493,20220149,20221416,20201313,2489.94,15,37.72
ORD039390,CAT10,11772,20224456,20206785,20234950,2701.34,2,153.04
ORD039391,CAT20,15046,20220630,20203386,20210238,405.68,13,177.25
ORD039392,CAT16,7949,20225117,20226700,20218358,4742.79,9,47.07
ORD039393,CAT21,15250,20214503,20221225,20212303,638.37,1,351.74
ORD039394,CAT03,5024,20221761,20219740,20205761,4999.39,3,379.51
ORD039395,CAT32,11915,20217637,20232041,20210167,2280.17,7,296.61
ORD039396,CAT14,4801,20209748,20218538,20221125,1891.19,4,189.6
ORD039397,CAT37,16592,20220004,20224438,20206173,3502.31,3,79.79
ORD039398,CAT05,17428,20229841,20216339,20216193,3294.53,9,403.44
ORD039399,CAT04,2220,20208820,20206989,20212589,4864.15,6,245.73
ORD039400,CAT19,11019,20207307,20218522,20232694,1687.61,15,391.49
ORD039401,CAT16,5286,20203885,20239671,20237497,748.73,9,135.9
ORD039402,CAT24,14563,20219148,20219751,20226144,4759.74,6,40.04
ORD039403,CAT15,16017,20208542,20206957,20226926,760.12,16,278.58
ORD039404,CAT26,3375,20228326,20223824,20221166,4135.13,19,143.59
ORD039405,CAT26,6936,20223406,20236913,20222292,920.92,19,475.81
ORD039406,CAT10,1502,20215948,20218369,20203486,2563.34,12,73.13
ORD039407,CAT10,17663,20222496,20203360,20222877,2555.6,4,88.39
ORD039408,CAT32,7133,20205637,20225102,20221807,862.88,4,128.8
ORD039409,CAT36,15059,20203561,20218200,20232677,4996.1,11,251.59
ORD039410,CAT14,13318,20204853,20226092,20220662,956.99,12,298.29
ORD039411,CAT22,15779,20218700,20235611,20235558,4690.52,17,61.89
ORD039412,CAT13,5316,20219516,20200873,20228954,3532.7,8,261.01
ORD039413,CAT21,2066,20230826,20201168,20223760,150.43,16,488.89
ORD039414,CAT02,1687,20230195,20223428,20200222,681.94,13,286.22
ORD039415,CAT17,12037,20218684,20222045,20219852,2737.17,5,118.03
ORD039416,CAT26,17648,20208739,20224288,20210640,567.14,4,286.21
ORD039417,CAT25,14684,20213765,20215039,20209957,3817.77,8,244.58
ORD039418,CAT33,12488,20217381,20216608,20229565,4720.88,3,241.4
ORD039419,CAT31,11195,20228007,20207879,20236987,866.36,7,315.27
ORD039420,CAT20,569,20218656,20228348,20221950,2277.61,12,290.0
ORD039421,CAT24,18392,20228885,20210575,20201632,4300.83,13,71.32
ORD039422,CAT27,15419,20211443,20201408,20224308,2477.69,5,465.76
ORD039423,CAT17,5509,20202027,20202654,20203959,2733.7,7,61.28
ORD039424,CAT02,6543,20215282,20237024,20222907,2489.04,1,109.11
ORD039425,CAT34,4865,20218513,20209035,20219181,3485.15,2,26.45
ORD039426,CAT29,16319,20223407,20207213,20235531,2474.18,9,387.01
ORD039427,CAT35,16037,20200464,20225815,20236993,1239.4,12,124.37
ORD039428,CAT24,8504,20213920,20228053,20228633,2666.85,1,223.3
ORD039429,CAT15,1446,20205241,20217268,20228400,4666.29,5,70.23
ORD039430,CAT15,3818,20205741,20231006,20208099,3766.19,5,53.34
ORD039431,CAT28,17945,20216626,20200852,20206698,4798.04,12,267.07
ORD039432,CAT09,4711,20204945,20207322,20232465,653.75,11,55.39
ORD039433,CAT27,3533,20207624,20234660,20229400,4921.93,2,359.92
ORD039434,CAT13,10598,20205145,20209863,20207867,2041.34,1,281.46
ORD039435,CAT34,4020,20219088,20236661,20210463,1171.07,11,398.88
ORD039436,CAT23,2768,20230879,20228044,20218532,2218.92,7,11.2
ORD039437,CAT16,7413,20208113,20207753,20211897,3906.49,3,94.17
ORD039438,CAT33,1563,20209253,20201309,20212841,2806.82,5,17.4
ORD039439,CAT09,8983,20210878,20208585,20215694,1896.43,19,165.59
ORD039440,CAT10,16263,20227826,20204520,20225761,4250.13,19,132.82
ORD039441,CAT24,17302,20218993,20225343,20233607,3442.74,10,260.46
ORD039442,CAT08,5975,20218698,20239788,20224775,1036.9,19,380.02
ORD039443,CAT01,1268,20212012,20213805,20224622,1145.44,19,245.3
ORD039444,CAT33,5274,20202035,20213335,20216744,1973.71,19,331.51
ORD039445,CAT34,6417,20210092,20231005,20232108,2005.41,8,94.47
ORD039446,CAT27,14621,20214007,20236949,20215124,4558.56,19,295.92
ORD039447,CAT27,15948,20227139,20225752,20212958,2167.5,14,88.02
ORD039448,CAT27,6235,20220070,20212701,20223428,1528.59,19,334.6
ORD039449,CAT06,10415,20221585,20208498,20225969,2384.73,2,179.42
ORD039450,CAT12,8301,20215853,20235956,20203874,2753.85,3,247.12
ORD039451,CAT07,10803,20201500,20208127,20206333,4576.87,5,423.86
ORD039452,CAT05,11634,20205047,20239667,20223477,1531.1,14,461.36
ORD039453,CAT03,1709,20217484,20213855,20208004,3879.85,11,426.78
ORD039454,CAT36,9371,20205315,20223640,20205367,4922.07,14,358.45
ORD039455,CAT35,3524,20225661,20209943,20204583,785.33,19,171.16
ORD039456,CAT36,2693,20206594,20205709,20203315,4837.71,3,287.41
ORD039457,CAT08,16588,20216815,20220292,20213860,2360.51,6,255.92
ORD039458,CAT06,12151,20229305,20206987,20225732,3437.44,15,224.46
ORD039459,CAT33,1635,20228663,20217675,20201829,1706.91,4,235.48
ORD039460,CAT34,8744,20213403,20224870,20221546,4220.51,19,142.13
ORD039461,CAT25,16146,20210152,20202749,20217348,2023.67,12,224.79
ORD039462,CAT07,14365,20215249,20208673,20201495,3455.5,9,98.11
ORD039463,CAT22,7956,20204265,20236536,20239523,1922.44,12,348.27
ORD039464,CAT16,3888,20226940,20204717,20205072,4165.39,19,26.76
ORD039465,CAT31,8155,20202548,20226461,20203669,4936.05,16,386.56
ORD039466,CAT20,456,20224014,20232159,20216637,2648.9,1,462.89
ORD039467,CAT04,9956,20217337,20217411,20229822,4964.96,10,219.92
ORD039468,CAT08,16370,20207814,20208388,20224999,2520.07,16,7.53
ORD039469,CAT35,6029,20202656,20231137,20217719,1015.0,9,402.68
ORD039470,CAT08,8990,20229101,20218782,20203499,3756.4,1,197.22
ORD039471,CAT16,14359,20216295,20227847,20210948,2015.03,17,338.86
ORD039472,CAT05,13155,20222059,20217503,20232627,4728.58,5,310.8
ORD039473,CAT22,12381,20200691,20201762,20216255,4625.93,8,461.74
ORD039474,CAT07,9220,20223660,20204928,20235466,206.62,12,255.87
ORD039475,CAT17,9270,20220627,20206834,20212624,4597.8,5,126.81
ORD039476,CAT37,13865,20225029,20217760,20210012,2482.26,18,102.85
ORD039477,CAT01,10504,20225691,20218380,20213206,2822.9,18,164.54
ORD039478,CAT03,10025,20217491,20210407,20215522,251.48,4,102.82
ORD039479,CAT25,15113,20210600,20231129,20238492,2849.48,10,444.63
ORD039480,CAT28,517,20229120,20205601,20202540,2893.75,16,183.32
ORD039481,CAT19,15453,20214513,20208786,20221144,3237.35,2,364.57
ORD039482,CAT08,4906,20205183,20217043,20221665,227.35,18,453.6
ORD039483,CAT36,4648,20210460,20219948,20215660,2187.75,19,62.14
ORD039484,CAT18,4745,20218741,20208793,20211133,1538.18,2,133.57
ORD039485,CAT29,12191,20228881,20204017,20232514,50.15,3,146.7
ORD039486,CAT31,7878,20217064,20230895,20222737,4518.28,8,264.16
ORD039487,CAT03,5183,20204917,20229268,20229771,2557.08,2,124.49
ORD039488,CAT05,12151,20209118,20218079,20214039,2146.18,1,8.68
ORD039489,CAT36,463,20230966,20227842,20223445,3411.3,3,147.71
ORD039490,CAT23,2363,20207741,20205276,20218986,1487.66,18,129.53
ORD039491,CAT02,15721,20202154,20231765,20228400,3665.87,4,395.43
ORD039492,CAT25,17929,20221780,20207648,20202925,4796.23,15,452.74
ORD039493,CAT11,18226,20219056,20226930,20209210,3963.11,15,166.7
ORD039494,CAT25,11430,20218179,20220641,20217131,2646.19,1,286.13
ORD039495,CAT21,6147,20216941,20233806,20237500,1182.35,9,69.46
ORD039496,CAT14,5099,20218141,20211759,20203198,500.68,5,82.79
ORD039497,CAT17,7676,20223953,20213604,20215036,1673.93,11,175.15
ORD039498,CAT36,8074,20208682,20213323,20211347,98.71,17,28.68
ORD039499,CAT08,7920,20215171,20204032,20233411,2262.65,12,436.51
ORD039500,CAT15,9129,20212613,20213319,20215426,2878.81,13,78.33
ORD039501,CAT35,13751,20210534,20214039,20203902,90.01,12,365.94
ORD039502,CAT07,5582,20204984,20231884,20204934,2557.58,4,366.4
ORD039503,CAT17,9755,20217591,20212542,20229357,4538.45,16,196.12
ORD039504,CAT02,1383,20214437,20214559,20239959,1192.41,9,322.29
ORD039505,CAT37,13696,20226513,20232220,20239115,362.29,14,316.39
ORD039506,CAT32,3257,20221084,20215329,20237728,4370.45,16,410.11
ORD039507,CAT15,15746,20202359,20204364,20200750,4060.33,7,440.68
ORD039508,CAT01,1113,20213369,20237977,20238499,2345.81,8,176.86
ORD039509,CAT32,11241,20211928,20219044,20207546,3753.18,19,124.98
ORD039510,CAT05,14204,20208747,20224642,20231096,919.58,6,445.64
ORD039511,CAT09,17234,20219453,20229512,20206956,3384.35,17,466.49
ORD039512,CAT01,8067,20214603,20216311,20211964,3582.96,15,267.45
ORD039513,CAT01,2859,20214353,20200604,20215093,4342.48,14,196.33
ORD039514,CAT33,2459,20206928,20205538,20234310,3195.03,7,281.1
ORD039515,CAT27,6797,20211338,20217419,20203989,2014.02,5,477.25
ORD039516,CAT13,699,20226546,20223032,20229451,4551.99,9,213.69
ORD039517,CAT24,3794,20201385,20230691,20207311,1124.16,16,378.57
ORD039518,CAT27,9177,20219758,20235717,20237602,4995.56,2,90.8
ORD039519,CAT18,16960,20228655,20234522,20227836,2206.1,8,424.38
ORD039520,CAT29,4210,20216881,20215583,20212190,1359.65,7,93.86
ORD039521,CAT16,18029,20230849,20208791,20208164,3010.04,18,17.29
ORD039522,CAT12,9178,20226486,20226171,20206358,749.24,14,115.97
ORD039523,CAT13,2564,20209799,20205234,20218518,623.07,15,59.83
ORD039524,CAT09,16213,20225441,20228095,20211004,3533.44,16,134.64
ORD039525,CAT27,9868,20207270,20225049,20235648,4215.6,18,154.91
ORD039526,CAT08,11254,20217466,20209601,20236870,2952.62,9,226.91
ORD039527,CAT01,1225,20230907,20203690,20224813,3149.15,14,211.29
ORD039528,CAT17,14338,20210427,20204714,20226073,2182.93,15,439.75
ORD039529,CAT35,6572,20207838,20224552,20204797,4036.65,1,317.0
ORD039530,CAT05,4951,20229207,20207702,20208202,1881.48,9,301.28
ORD039531,CAT27,2283,20201984,20234083,20201964,2781.74,9,68.53
ORD039532,CAT34,13977,20222497,20210052,20214857,4146.46,6,158.28
ORD039533,CAT33,15810,20229135,20214833,20224431,1956.55,8,156.52
ORD039534,CAT11,15017,20207108,20218751,20231514,4643.64,6,297.3
ORD039535,CAT26,4285,20204794,20213262,20238303,1113.4,11,107.93
ORD039536,CAT28,9739,20204327,20215340,20211498,2496.47,17,228.42
ORD039537,CAT22,5611,20211489,20230166,20230705,3035.42,18,386.2
ORD039538,CAT12,10756,20212483,20231389,20230389,1646.41,1,411.85
ORD039539,CAT33,822,20216495,20229581,20212147,2389.98,14,367.67
ORD039540,CAT19,15517,20223248,20224559,20209174,4161.23,18,182.18
ORD039541,CAT37,10727,20227464,20222176,20238292,4951.67,17,393.65
ORD039542,CAT34,237,20206554,20221815,20204766,2509.64,2,25.34
ORD039543,CAT37,16873,20207108,20202054,20234007,2984.85,5,127.16
ORD039544,CAT05,11867,20221422,20219937,20220848,2467.77,1,29.71
ORD039545,CAT22,11567,20209656,20212442,20208245,1527.46,2,182.95
ORD039546,CAT19,3192,20205741,20213795,20220872,4575.94,10,476.95
ORD039547,CAT17,12611,20225935,20225757,20236100,44.79,2,333.95
ORD039548,CAT36,462,20226426,20215596,20233559,2415.88,4,41.61
ORD039549,CAT15,9632,20230040,20233159,20221339,3664.7,9,310.26
ORD039550,CAT15,1264,20218458,20228325,20209536,2442.45,8,109.69
ORD039551,CAT27,13527,20218404,20217483,20200473,3123.56,1,236.54
ORD039552,CAT35,901,20214920,20204374,20225920,1445.53,12,243.11
ORD039553,CAT24,10961,20217308,20206347,20238391,440.07,17,282.89
ORD039554,CAT28,10993,20212894,20215421,20227667,1932.22,15,367.67
ORD039555,CAT29,13284,20209887,20222606,20233788,2871.49,9,57.34
ORD039556,CAT05,3746,20228955,20216422,20219688,3328.73,13,422.59
ORD039557,CAT12,13553,20210472,20237203,20235383,4609.1,19,268.3
ORD039558,CAT23,11572,20212569,20205635,20224262,869.01,8,490.92
ORD039559,CAT22,5129,20211933,20203863,20219483,2021.6,4,367.77
ORD039560,CAT07,9405,20212908,20211660,20217180,1996.89,7,121.37
ORD039561,CAT28,5949,20219498,20228318,20217302,1584.59,1,148.0
ORD039562,CAT15,5279,20212825,20214710,20230707,3190.15,3,461.86
ORD039563,CAT11,3890,20223468,20219028,20232498,1744.64,13,29.28
ORD039564,CAT13,7707,20216174,20237065,20221863,897.09,13,69.4
ORD039565,CAT31,11094,20230514,20218282,20215841,3488.84,15,432.09
ORD039566,CAT01,2880,20228957,20209137,20231813,3568.93,17,217.33
ORD039567,CAT19,17653,20231076,20204577,20233294,307.91,8,471.06
ORD039568,CAT29,15396,20222389,20206061,20228116,1427.38,14,163.25
ORD039569,CAT07,1594,20202877,20212661,20211297,3331.19,14,286.08
ORD039570,CAT05,4110,20228954,20212524,20233405,2622.56,14,408.05
ORD039571,CAT01,8071,20215293,20230990,20221911,1760.18,1,68.52
ORD039572,CAT17,4490,20206262,20224695,20219493,2166.71,14,162.75
ORD039573,CAT01,5732,20213694,20201451,20231777,4878.04,17,60.03
ORD039574,CAT26,11616,20224837,20222216,20237586,1699.25,14,54.52
ORD039575,CAT01,1025,20213638,20206730,20239966,3232.2,1,62.99
ORD039576,CAT30,7818,20222387,20206657,20202135,1249.8,19,37.21
ORD039577,CAT34,1607,20214746,20216654,20234781,1189.7,13,12.95
ORD039578,CAT06,14683,20208778,20221349,20227117,3613.87,3,475.62
ORD039579,CAT28,17040,20220810,20233281,20238157,3968.33,18,324.79
ORD039580,CAT22,5667,20207519,20207892,20224878,3003.99,13,301.17
ORD039581,CAT25,14806,20208995,20202891,20226103,4741.09,17,27.77
ORD039582,CAT34,17268,20210472,20217985,20237377,141.98,7,264.65
ORD039583,CAT09,14644,20215050,20204870,20213176,2639.5,17,306.82
ORD039584,CAT36,583,20202886,20220654,20201871,3055.65,8,474.01
ORD039585,CAT19,11260,20211392,20236539,20200926,2570.34,11,347.25
ORD039586,CAT26,10451,20212477,20233848,20227796,3790.6,19,425.22
ORD039587,CAT15,13379,20220849,20232141,20227810,2219.22,11,124.72
ORD039588,CAT19,15771,20207541,20234471,20215602,4133.64,7,95.6
ORD039589,CAT32,11476,20230935,20224639,20232532,1367.17,7,381.12
ORD039590,CAT15,13405,20229594,20223731,20230261,4848.98,1,449.9
ORD039591,CAT21,9424,20207307,20210699,20239131,4264.72,10,71.78
ORD039592,CAT23,15083,20211630,20231325,20239271,3449.49,14,380.87
ORD039593,CAT09,12226,20230098,20222755,20226794,4530.14,13,470.77
ORD039594,CAT34,10313,20228638,20228291,20238520,2979.97,11,131.79
ORD039595,CAT12,2877,20217138,20207802,20200163,1924.86,3,306.79
ORD039596,CAT37,13832,20215738,20219976,20222261,4065.11,2,216.09
ORD039597,CAT35,12332,20229764,20226160,20212333,3175.11,12,369.0
ORD039598,CAT07,8293,20201025,20209607,20236610,1291.1,8,115.78
ORD039599,CAT20,8444,20206190,20206346,20219007,1076.7,18,404.38
ORD039600,CAT27,9670,20203516,20218341,20206879,4652.71,13,19.94
ORD039601,CAT22,5788,20210423,20205524,20203993,4066.52,12,15.44
ORD039602,CAT33,15413,20214747,20225668,20211600,3000.46,19,88.44
ORD039603,CAT26,16516,20222819,20228760,20214461,3099.52,15,427.03
ORD039604,CAT26,2670,20211195,20221296,20216692,3524.18,10,210.8
ORD039605,CAT25,5539,20215400,20211948,20209220,101.55,11,167.72
ORD039606,CAT31,15521,20200774,20222517,20226658,3021.74,9,432.14
ORD039607,CAT10,13938,20223739,20207075,20233231,1599.49,18,491.0
ORD039608,CAT31,7641,20213894,20239784,20236697,3032.6,12,84.02
ORD039609,CAT28,9485,20208647,20220592,20236306,1199.12,14,170.04
ORD039610,CAT14,17231,20216269,20237624,20235009,3571.18,13,327.06
ORD039611,CAT16,15265,20202108,20233867,20236212,4137.89,4,396.42
ORD039612,CAT26,13102,20203498,20231175,20217480,1193.66,1,461.74
ORD039613,CAT11,385,20206794,20237821,20216957,492.08,10,499.14
ORD039614,CAT21,16579,20228299,20232825,20236675,2411.47,13,417.51
ORD039615,CAT36,1215,20229546,20226217,20202879,2203.44,6,29.51
ORD039616,CAT09,6759,20220386,20235137,20232586,3447.22,10,235.04
ORD039617,CAT16,13063,20226701,20211972,20233819,2852.84,10,39.58
ORD039618,CAT29,10469,20220398,20229537,20208235,3127.0,18,187.66
ORD039619,CAT29,11419,20222412,20208171,20223314,899.91,17,297.56
ORD039620,CAT26,16301,20201280,20225295,20203676,661.02,19,397.84
ORD039621,CAT05,17338,20213376,20200575,20235896,3522.17,16,355.0
ORD039622,CAT24,14686,20224433,20235625,20232095,370.2,13,158.83
ORD039623,CAT25,5182,20219252,20236106,20221967,1584.16,4,394.54
ORD039624,CAT01,1693,20223226,20200617,20229722,4046.02,3,452.0
ORD039625,CAT35,7240,20202281,20225325,20208297,3977.39,11,48.74
ORD039626,CAT02,10815,20229716,20240021,20224057,2567.83,3,307.36
ORD039627,CAT36,5560,20223424,20219453,20217087,4541.49,8,462.26
ORD039628,CAT06,17695,20203212,20217869,20236172,2205.35,17,7.14
ORD039629,CAT36,10726,20201480,20231418,20238458,2569.19,8,442.34
ORD039630,CAT12,4779,20223691,20213828,20225309,4720.21,14,167.66
ORD039631,CAT04,14898,20210434,20215714,20204573,3507.5,9,46.08
ORD039632,CAT12,10864,20217935,20203763,20223406,4168.11,13,386.69
ORD039633,CAT21,11576,20205596,20223888,20233112,3817.84,10,208.49
ORD039634,CAT29,10019,20208292,20227648,20238149,4027.28,8,343.2
ORD039635,CAT04,10032,20209067,20233083,20239049,2927.59,19,167.52
ORD039636,CAT13,4624,20220378,20215047,20201668,3395.26,12,437.54
ORD039637,CAT05,17302,20226542,20202280,20206348,1450.52,14,459.26
ORD039638,CAT08,10877,20201707,20235828,20215290,4931.47,3,303.01
ORD039639,CAT14,11616,20206173,20225101,20214170,4165.31,3,7.01
ORD039640,CAT30,18255,20209983,20204353,20229251,152.0,8,194.49
ORD039641,CAT34,7487,20229736,20239335,20224103,3889.65,5,198.48
ORD039642,CAT30,17272,20217477,20226345,20204306,3084.23,8,80.73
ORD039643,CAT34,4294,20228444,20237034,20213059,1018.43,8,149.4
ORD039644,CAT33,8929,20221780,20223031,20226476,4235.93,12,185.24
ORD039645,CAT34,6674,20213741,20237639,20216536,1707.63,4,310.91
ORD039646,CAT04,8376,20229840,20210512,20215024,2710.04,8,430.16
ORD039647,CAT33,7420,20202828,20220354,20228513,2779.35,1,145.57
ORD039648,CAT19,3531,20227171,20206328,20223504,4358.6,8,440.59
ORD039649,CAT09,9053,20228358,20201831,20210948,329.94,17,370.46
ORD039650,CAT33,2423,20214562,20239846,20236722,4517.34,12,127.16
ORD039651,CAT09,1429,20227652,20202123,20222837,3143.03,18,266.46
ORD039652,CAT26,5489,20231186,20224027,20235461,937.98,14,460.44
ORD039653,CAT31,8089,20209627,20222006,20211419,1291.14,10,98.37
ORD039654,CAT37,2696,20204144,20203222,20230094,2114.75,15,61.62
ORD039655,CAT14,14104,20202962,20207209,20218584,4483.17,18,38.35
ORD039656,CAT04,11940,20202975,20238600,20234907,4036.71,5,480.93
ORD039657,CAT17,13557,20208958,20202309,20211636,3447.45,2,179.71
ORD039658,CAT26,16776,20221332,20200427,20210920,85.46,11,139.35
ORD039659,CAT09,5920,20218006,20238781,20221945,725.32,16,54.3
ORD039660,CAT27,3844,20219355,20233767,20207624,2913.48,4,400.36
ORD039661,CAT20,8554,20204874,20202198,20208601,2879.75,17,385.9
ORD039662,CAT29,10105,20222496,20232089,20223322,1231.64,11,300.94
ORD039663,CAT23,17265,20202436,20234667,20232170,3342.35,4,63.95
ORD039664,CAT02,7230,20224108,20232259,20234338,4019.92,13,247.85
ORD039665,CAT19,4821,20230221,20216973,20203103,1787.2,11,139.69
ORD039666,CAT34,1623,20203952,20214631,20202362,854.76,10,114.66
ORD039667,CAT09,11432,20226845,20215935,20221617,3943.61,19,186.05
ORD039668,CAT31,9901,20218699,20222179,20202600,519.41,10,171.34
ORD039669,CAT06,10445,20213844,20226400,20238850,30.36,3,433.65
ORD039670,CAT07,11989,20215100,20206527,20219391,3320.76,10,231.32
ORD039671,CAT11,12666,20221073,20217656,20209255,2390.45,13,396.08
ORD039672,CAT07,12642,20227421,20206218,20234066,1734.24,9,311.3
ORD039673,CAT22,3163,20219656,20219656,20237770,4882.0,7,242.22
ORD039674,CAT24,7009,20208432,20220291,20230943,4514.44,12,24.65
ORD039675,CAT12,4967,20211193,20204869,20201303,659.07,18,244.55
ORD039676,CAT08,17437,20221382,20202753,20207680,2405.57,4,343.02
ORD039677,CAT07,5545,20201084,20227215,20206285,2808.14,15,141.72
ORD039678,CAT18,5255,20211165,20213244,20204752,3460.09,12,370.42
ORD039679,CAT04,5089,20209965,20220068,20211800,282.12,19,285.0
ORD039680,CAT37,7776,20212682,20235933,20216135,4207.33,10,386.25
ORD039681,CAT15,9007,20222706,20208136,20221822,2384.53,2,136.6
ORD039682,CAT09,2609,20202866,20213802,20223226,628.54,18,340.26
ORD039683,CAT33,8253,20220658,20203677,20214247,2168.03,8,175.84
ORD039684,CAT23,13205,20222721,20228675,20215578,577.19,11,319.48
ORD039685,CAT36,1908,20212374,20236983,20227142,1893.17,3,202.72
ORD039686,CAT29,11917,20205050,20205949,20227653,4633.02,5,451.68
ORD039687,CAT17,17934,20217520,20218466,20222613,155.14,16,486.1
ORD039688,CAT36,15940,20226022,20216861,20218688,4069.57,3,419.12
ORD039689,CAT22,12127,20228516,20214259,20206068,2098.12,19,408.52
ORD039690,CAT30,12313,20224356,20225990,20215677,538.87,7,54.15
ORD039691,CAT08,15585,20229705,20231559,20219176,497.08,4,26.59
ORD039692,CAT23,1765,20226495,20227552,20221986,1602.86,16,399.39
ORD039693,CAT07,552,20213004,20216136,20221380,4586.93,8,394.92
ORD039694,CAT09,15921,20216324,20203483,20239493,4672.15,8,332.24
ORD039695,CAT20,13527,20206025,20231745,20202989,2062.86,12,14.89
ORD039696,CAT26,6304,20210276,20209990,20222381,1214.9,12,113.42
